scraped_waittimes,hospital_webpage,total_minutes,read_timestamp,site_labels
"
                                            Estimated Wait Time:22 Minutes
",Atrium,22,2020-03-14T12:11:04Z,"Atrium Health Kings Mountain, a facility of Atrium Health Cleveland"
"
                                            Estimated Wait Time:35 Minutes
",Atrium,35,2020-03-14T12:11:04Z,Atrium Health Lincoln
"
                                            Estimated Wait Time:33 Minutes
",Atrium,33,2020-03-14T12:11:04Z,"Atrium Health Mercy, a facility of Carolinas Medical Center"
"
                                            Estimated Wait Time:44 Minutes
",Atrium,44,2020-03-14T12:11:04Z,Atrium Health Pineville
"
                                            Estimated Wait Time: less than 15 minutes
",Atrium,15,2020-03-14T12:11:04Z,"Atrium Health SouthPark Emergency Department, a facility of Carolinas Medical Center"
"
                                            Estimated Wait Time:21 Minutes
",Atrium,21,2020-03-14T12:11:04Z,Atrium Health Stanly
"
                                            Estimated Wait Time:29 Minutes
",Atrium,29,2020-03-14T12:11:04Z,Atrium Health Steele Creek
"
                                            Estimated Wait Time:46 Minutes
",Atrium,46,2020-03-14T12:11:04Z,Atrium Health Union
"
                                            Estimated Wait Time:26 Minutes
",Atrium,26,2020-03-14T12:11:04Z,Atrium Health University City
"
                                            Estimated Wait Time: less than 15 minutes
",Atrium,15,2020-03-14T12:11:04Z,Atrium Health Waxhaw
"
                                            Estimated Wait Time:21 Minutes
",Atrium,21,2020-03-14T12:11:04Z,Carolinas HealthCare System Blue Ridge-Morganton
"
                                            Estimated Wait Time: less than 15 minutes
",Atrium,15,2020-03-14T12:11:04Z,Carolinas HealthCare System Blue Ridge-Valdese
"
                                            Estimated Wait Time:30 Minutes
",Atrium,30,2020-03-14T12:11:04Z,Carolinas Medical Center
"
                                            Estimated Wait Time: less than 15 minutes
",Atrium,15,2020-03-14T12:11:04Z,Levine Children's Hospital
7,Mary Washington,7,2020-03-14T12:11:04Z,Lee's Hill Emergency
112,Mary Washington,112,2020-03-14T12:11:04Z,Mary Washington Hospital
30,Mary Washington,30,2020-03-14T12:11:04Z,Stafford Hospital
12,Kaleida,12,2020-03-14T12:11:04Z,Buffalo General Medical CenterBuffalo
30,Kaleida,30,2020-03-14T12:11:04Z,DeGraff Memorial HospitalNorth Tonawanda
0,Kaleida,0,2020-03-14T12:11:04Z,Millard Fillmore Suburban HospitalWilliamsville
0,Kaleida,0,2020-03-14T12:11:04Z,John R. Oishei Children's HospitalBuffalo
"
                                            Estimated Wait Time:26 Minutes
",Atrium,26,2020-03-14T13:11:07Z,Atrium Health Anson
"
                                            Estimated Wait Time:19 Minutes
",Atrium,19,2020-03-14T13:11:07Z,Atrium Health Cabarrus
"
                                            Estimated Wait Time: less than 15 minutes
",Atrium,15,2020-03-14T13:11:07Z,Atrium Health Cleveland
"
                                            Estimated Wait Time: less than 15 minutes
",Atrium,15,2020-03-14T13:11:07Z,"Atrium Health Harrisburg Emergency Department, a facility of Atrium Health Cabarrus"
"
                                            Estimated Wait Time: less than 15 minutes
",Atrium,15,2020-03-14T13:11:07Z,Atrium Health Huntersville
"
                                            Estimated Wait Time:18 Minutes
",Atrium,18,2020-03-14T13:11:07Z,"Atrium Health Kannapolis Emergency Department, a facility of Atrium Health Cabarrus"
"
                                            Estimated Wait Time:19 Minutes
",Atrium,19,2020-03-14T13:11:07Z,"Atrium Health Kings Mountain, a facility of Atrium Health Cleveland"
"
                                            Estimated Wait Time:26 Minutes
",Atrium,26,2020-03-14T13:11:07Z,Atrium Health Lincoln
"
                                            Estimated Wait Time:29 Minutes
",Atrium,29,2020-03-14T13:11:07Z,"Atrium Health Mercy, a facility of Carolinas Medical Center"
"
                                            Estimated Wait Time: 1 hours 16 Minutes
",Atrium,76,2020-03-14T13:11:07Z,Atrium Health Pineville
"
                                            Estimated Wait Time: less than 15 minutes
",Atrium,15,2020-03-14T13:11:07Z,"Atrium Health SouthPark Emergency Department, a facility of Carolinas Medical Center"
"
                                            Estimated Wait Time:21 Minutes
",Atrium,21,2020-03-14T13:11:07Z,Atrium Health Stanly
"
                                            Estimated Wait Time:42 Minutes
",Atrium,42,2020-03-14T13:11:07Z,Atrium Health Steele Creek
"
                                            Estimated Wait Time:55 Minutes
",Atrium,55,2020-03-14T13:11:07Z,Atrium Health Union
"
                                            Estimated Wait Time:22 Minutes
",Atrium,22,2020-03-14T13:11:07Z,Atrium Health University City
"
                                            Estimated Wait Time: less than 15 minutes
",Atrium,15,2020-03-14T13:11:07Z,Atrium Health Waxhaw
"
                                            Estimated Wait Time:21 Minutes
",Atrium,21,2020-03-14T13:11:07Z,Carolinas HealthCare System Blue Ridge-Morganton
"
                                            Estimated Wait Time:32 Minutes
",Atrium,32,2020-03-14T13:11:07Z,Carolinas HealthCare System Blue Ridge-Valdese
"
                                            Estimated Wait Time:28 Minutes
",Atrium,28,2020-03-14T13:11:07Z,Carolinas Medical Center
"
                                            Estimated Wait Time:17 Minutes
",Atrium,17,2020-03-14T13:11:07Z,Levine Children's Hospital
13,Mary Washington,13,2020-03-14T13:11:06Z,Lee's Hill Emergency
29,Mary Washington,29,2020-03-14T13:11:06Z,Mary Washington Hospital
21,Mary Washington,21,2020-03-14T13:11:06Z,Stafford Hospital
37,Kaleida,37,2020-03-14T13:11:07Z,Buffalo General Medical CenterBuffalo
0,Kaleida,0,2020-03-14T13:11:07Z,DeGraff Memorial HospitalNorth Tonawanda
0,Kaleida,0,2020-03-14T13:11:07Z,Millard Fillmore Suburban HospitalWilliamsville
25,Kaleida,25,2020-03-14T13:11:07Z,John R. Oishei Children's HospitalBuffalo
"
                                            Estimated Wait Time:26 Minutes
",Atrium,26,2020-03-14T13:20:02Z,Atrium Health Anson
"
                                            Estimated Wait Time:26 Minutes
",Atrium,26,2020-03-14T13:20:02Z,Atrium Health Cabarrus
"
                                            Estimated Wait Time: less than 15 minutes
",Atrium,15,2020-03-14T13:20:02Z,Atrium Health Cleveland
"
                                            Estimated Wait Time: less than 15 minutes
",Atrium,15,2020-03-14T13:20:02Z,"Atrium Health Harrisburg Emergency Department, a facility of Atrium Health Cabarrus"
"
                                            Estimated Wait Time: less than 15 minutes
",Atrium,15,2020-03-14T13:20:02Z,Atrium Health Huntersville
"
                                            Estimated Wait Time:17 Minutes
",Atrium,17,2020-03-14T13:20:02Z,"Atrium Health Kannapolis Emergency Department, a facility of Atrium Health Cabarrus"
"
                                            Estimated Wait Time:24 Minutes
",Atrium,24,2020-03-14T13:20:02Z,"Atrium Health Kings Mountain, a facility of Atrium Health Cleveland"
"
                                            Estimated Wait Time:35 Minutes
",Atrium,35,2020-03-14T13:20:02Z,Atrium Health Lincoln
"
                                            Estimated Wait Time:28 Minutes
",Atrium,28,2020-03-14T13:20:02Z,"Atrium Health Mercy, a facility of Carolinas Medical Center"
"
                                            Estimated Wait Time:44 Minutes
",Atrium,44,2020-03-14T13:20:02Z,Atrium Health Pineville
"
                                            Estimated Wait Time: less than 15 minutes
",Atrium,15,2020-03-14T13:20:02Z,"Atrium Health SouthPark Emergency Department, a facility of Carolinas Medical Center"
"
                                            Estimated Wait Time:19 Minutes
",Atrium,19,2020-03-14T13:20:02Z,Atrium Health Stanly
"
                                            Estimated Wait Time:56 Minutes
",Atrium,56,2020-03-14T13:20:02Z,Atrium Health Steele Creek
"
                                            Estimated Wait Time:52 Minutes
",Atrium,52,2020-03-14T13:20:02Z,Atrium Health Union
"
                                            Estimated Wait Time:26 Minutes
",Atrium,26,2020-03-14T13:20:02Z,Atrium Health University City
"
                                            Estimated Wait Time:23 Minutes
",Atrium,23,2020-03-14T13:20:02Z,Atrium Health Waxhaw
"
                                            Estimated Wait Time:19 Minutes
",Atrium,19,2020-03-14T13:20:02Z,Carolinas HealthCare System Blue Ridge-Morganton
"
                                            Estimated Wait Time:30 Minutes
",Atrium,30,2020-03-14T13:20:02Z,Carolinas HealthCare System Blue Ridge-Valdese
"
                                            Estimated Wait Time:35 Minutes
",Atrium,35,2020-03-14T13:20:02Z,Carolinas Medical Center
"
                                            Estimated Wait Time:22 Minutes
",Atrium,22,2020-03-14T13:20:02Z,Levine Children's Hospital
13,Mary Washington,13,2020-03-14T13:20:01Z,Lee's Hill Emergency
17,Mary Washington,17,2020-03-14T13:20:01Z,Mary Washington Hospital
18,Mary Washington,18,2020-03-14T13:20:01Z,Stafford Hospital
52,Kaleida,52,2020-03-14T13:20:02Z,Buffalo General Medical CenterBuffalo
12,Kaleida,12,2020-03-14T13:20:02Z,DeGraff Memorial HospitalNorth Tonawanda
0,Kaleida,0,2020-03-14T13:20:02Z,Millard Fillmore Suburban HospitalWilliamsville
1,Kaleida,1,2020-03-14T13:20:02Z,John R. Oishei Children's HospitalBuffalo
"
						19 Minutes*",NYU Langone,19,2020-03-14T13:20:02Z,NYU Langone Hospital—Brooklyn
"
						12 Minutes*",NYU Langone,12,2020-03-14T13:20:02Z,NYU Langone Health—Cobble Hill
"
                                            Estimated Wait Time:29 Minutes
",Atrium,29,2020-03-14T14:11:04Z,Atrium Health Anson
"
                                            Estimated Wait Time:26 Minutes
",Atrium,26,2020-03-14T14:11:04Z,Atrium Health Cabarrus
"
                                            Estimated Wait Time: less than 15 minutes
",Atrium,15,2020-03-14T14:11:04Z,Atrium Health Cleveland
"
                                            Estimated Wait Time: less than 15 minutes
",Atrium,15,2020-03-14T14:11:04Z,"Atrium Health Harrisburg Emergency Department, a facility of Atrium Health Cabarrus"
"
                                            Estimated Wait Time:18 Minutes
",Atrium,18,2020-03-14T14:11:04Z,Atrium Health Huntersville
"
                                            Estimated Wait Time:25 Minutes
",Atrium,25,2020-03-14T14:11:04Z,"Atrium Health Kannapolis Emergency Department, a facility of Atrium Health Cabarrus"
"
                                            Estimated Wait Time: less than 15 minutes
",Atrium,15,2020-03-14T14:11:04Z,"Atrium Health Kings Mountain, a facility of Atrium Health Cleveland"
"
                                            Estimated Wait Time:22 Minutes
",Atrium,22,2020-03-14T14:11:04Z,Atrium Health Lincoln
"
                                            Estimated Wait Time:47 Minutes
",Atrium,47,2020-03-14T14:11:04Z,"Atrium Health Mercy, a facility of Carolinas Medical Center"
"
                                            Estimated Wait Time:43 Minutes
",Atrium,43,2020-03-14T14:11:04Z,Atrium Health Pineville
"
                                            Estimated Wait Time:16 Minutes
",Atrium,16,2020-03-14T14:11:04Z,"Atrium Health SouthPark Emergency Department, a facility of Carolinas Medical Center"
"
                                            Estimated Wait Time: less than 15 minutes
",Atrium,15,2020-03-14T14:11:04Z,Atrium Health Stanly
"
                                            Estimated Wait Time:41 Minutes
",Atrium,41,2020-03-14T14:11:04Z,Atrium Health Steele Creek
"
                                            Estimated Wait Time:26 Minutes
",Atrium,26,2020-03-14T14:11:04Z,Atrium Health Union
"
                                            Estimated Wait Time:21 Minutes
",Atrium,21,2020-03-14T14:11:04Z,Atrium Health University City
"
                                            Estimated Wait Time:18 Minutes
",Atrium,18,2020-03-14T14:11:04Z,Atrium Health Waxhaw
"
                                            Estimated Wait Time:22 Minutes
",Atrium,22,2020-03-14T14:11:04Z,Carolinas HealthCare System Blue Ridge-Morganton
"
                                            Estimated Wait Time:29 Minutes
",Atrium,29,2020-03-14T14:11:04Z,Carolinas HealthCare System Blue Ridge-Valdese
"
                                            Estimated Wait Time:33 Minutes
",Atrium,33,2020-03-14T14:11:04Z,Carolinas Medical Center
"
                                            Estimated Wait Time:25 Minutes
",Atrium,25,2020-03-14T14:11:04Z,Levine Children's Hospital
9,Mary Washington,9,2020-03-14T14:11:03Z,Lee's Hill Emergency
16,Mary Washington,16,2020-03-14T14:11:03Z,Mary Washington Hospital
16,Mary Washington,16,2020-03-14T14:11:03Z,Stafford Hospital
4,Kaleida,4,2020-03-14T14:11:04Z,Buffalo General Medical CenterBuffalo
8,Kaleida,8,2020-03-14T14:11:04Z,DeGraff Memorial HospitalNorth Tonawanda
4,Kaleida,4,2020-03-14T14:11:04Z,Millard Fillmore Suburban HospitalWilliamsville
